Symbol,Name,cash_ratio,return_to_equity,price_to_book,pe,short_interest_ratio,debt_to_equity,eps,last_price,previous_year_price
FCF,First Commonwealth Financial Corporation,null,7.534221824,1.714717873,15.4228,5.937,74.2975,0.24,15.94,14.75
FDC,First Data Corporation,0.029,64.72081218,5.863881066,22.1504,10.472,564.9926,0.11,21.18,16.73
FHN,First Horizon National Corporation,null,6.007887612,1.445197358,15.2096,2.297,106.2781,0.28,18.44,19.85
FHN^A,First Horizon National Corporation,null,null,null,null,null,null,null,null,
FR,"First Industrial Realty Trust, Inc.",null,16.00688097,2.769262878,52.9413,2.262,97.0524,0.3,33.55,32.3
AG,First Majestic Silver Corp.,3.7322,-10.04035118,null,null,9.903,27.3587,null,7.62,6.62
FRC,FIRST REPUBLIC BANK,null,11.02842746,2.291491318,24.4146,12.065,145.3909,1.16,97.98,91.58
FRC^D,FIRST REPUBLIC BANK,null,null,null,null,null,null,null,null,
FRC^E,FIRST REPUBLIC BANK,null,null,null,null,null,null,null,null,
FRC^F,FIRST REPUBLIC BANK,null,null,null,null,null,null,null,null,
FRC^G,FIRST REPUBLIC BANK,null,null,null,null,null,null,null,null,
FRC^H,FIRST REPUBLIC BANK,null,null,null,null,null,null,null,null,
FRC^I,FIRST REPUBLIC BANK,null,null,null,null,null,null,null,null,
FFA,First Trust,null,null,null,null,0.23,null,null,16,16.08
FMY,First Trust,null,null,null,null,0.089,null,null,13.35,14.105
FDEU,First Trust Dynamic Europe Equity Income Fund,null,null,null,null,0.027,null,null,16.2,18.78
FIF,First Trust Energy Infrastructure Fund,null,null,null,null,0.456,null,null,16.35,17.95
FSD,First Trust High Income Long Short Fund,null,null,null,null,0.166,null,null,14.76,16.35
FPF,First Trust Intermediate Duration Preferred & Income Fund,null,null,null,null,0.049,null,null,21.61,24.84
FEI           ,First Trust MLP and Energy Income Fund,null,null,null,null,0.311,null,null,12.85,14.71
FPL,First Trust New Opportunities MLP & Energy Fund,null,null,null,null,0.233,null,null,10.3,12.37
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,null,null,null,null,0.036,null,null,9.241,9.2
FCT,First Trust Senior Floating Rate Income Fund II,null,null,null,null,0.098,null,null,12.86,13.03
FGB,First Trust Specialty Finance and Financial Opportunities Fund,null,null,null,null,0.318,null,null,6.09,6.16
FEO,First Trust/Aberdeen Emerging Opportunity Fund,null,null,null,null,0.462,null,null,13.5786,15.9501
FAM,First Trust/Aberdeen Global Opportunity Income Fund,null,null,null,null,0.261,null,null,9.97,11.3136
FE,FirstEnergy Corp.,0.049,-10.72498502,2.369339384,2.7463,8.323,264.7581,2.55,36.125,32.66
FIT,"Fitbit, Inc.",1.2029,-34.49303663,1.83416665,null,10.262,0,-0.34,6.79,6.99
FPH,"Five Point Holdings, LLC",0.8617,17.68284365,2.699215234,648.7233,2.009,94.0245,null,11.07,14
FBC,"Flagstar Bancorp, Inc.",null,5.07505361,1.398596905,13.1495,5.454,415.3469,0.61,34.76,37.59
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,null,null,null,null,0.031,null,null,23.53,26.71
PFD,Flaherty & Crumrine Preferred Income Fund Incorporated,null,null,null,null,0.824,null,null,13.41,15.42
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,null,null,null,null,0.015,null,null,10.7,11.98
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,null,null,null,null,0.303,null,null,18.75,20.64
FLC,Flaherty & Crumrine Total Return Fund Inc,null,null,null,null,0.142,null,null,19.35,21.53
FLT,"FleetCor Technologies, Inc.",0.2274,21.8937175,4.902688042,26.8734,1.734,115.4677,1.95,211.5,189.29
FND,"Floor & Decor Holdings, Inc.",0.0015,38.98684879,9.57597246,48.6975,4.19,35.5427,0.33,51.295,43.34
FTK,"Flotek Industries, Inc.",0.0017,-5.625822341,0.689447112,null,5.868,14.8924,0,3.34,4.76
FLO,"Flowers Foods, Inc.",0.0915,11.11446681,3.360859203,20.1986,2.939,64.2607,0.24,20.87,19.72
FLS,Flowserve Corporation,0.5087,-0.075307955,3.075519844,45.7258,8.803,93.335,0.12,41.115,41.25
FLR,Fluor Corporation,0.4483,3.639869484,2.268756636,16.2272,2.527,54.6159,-0.13,49.4,50.43
FLY,Fly Leasing Limited,8.1046,1.243219551,0.693144769,12.1647,0.558,474.4208,0.34,14.0318,13.1
FMC,FMC Corporation,0.1339,38.08466457,3.960302236,36.2212,2.846,111.2335,1.98,89.573,90.15
FMX,Fomento Economico Mexicano S.A.B. de C.V.,null,18.16164064,null,null,3.057,null,null,84.37,94.3
FL,"Foot Locker, Inc.",1.9607,10.02795899,2.478487365,10.0509,1.801,4.9155,1.39,54.42,44.57
F,Ford Motor Company,2.2191,23.13075397,1.251866671,7.1874,4.06,434.9835,0.44,11.595,12.6
FELP,Foresight Energy LP,1.5697,-15.22277078,0.846544166,null,12.909,200.4267,-0.15,3.86,4.13
FCE.A,"Forest City Realty Trust, Inc.",1.3782,null,null,null,null,null,null,null,
FOR,Forestar Group Inc,1.5758,4.952534652,1.487880286,16.8297,7.524,18.0384,0.11,21.25,21.65
FTS,Fortis Inc.,0.0944,7.226633642,null,null,44.945,163.818,null,31.45,36.53
FTV,Fortive Corporation,0.695,31.68691267,6.586108084,25.2253,3.485,97.6664,0.75,75.8,72.52
FTAI,Fortress Transportation and Infrastructure Investors LLC,1.2678,0.382960751,1.446789866,null,2.343,67.8706,-0.01,18.32,18.36
FSM,Fortuna Silver Mines Inc.,4.3447,12.35117033,null,null,1.196,6.9137,null,5.71,4.58
FBHS,"Fortune Brands Home & Security, Inc.",0.2142,19.64897618,3.375639441,22.0782,2.745,80.1086,0.5,54.195,67.23
FET,"Forum Energy Technologies, Inc.",0.1949,-1.161635289,0.902661802,null,9.057,31.6348,0.26,12.65,14.4
FBM,"Foundation Building Materials, Inc.",0.037,22.98733291,1.779124898,78.5111,4.016,166.298,-0.02,16.21,14.73
FCPT,"Four Corners Property Trust, Inc.",null,14.58600877,2.835994136,24.6685,5.021,99.1951,0.27,24.79,25.81
FEDU,Four Seasons Education (Cayman) Inc.,1.8524,13.35192359,1.374572483,null,5.988,0,null,5.37,9.01
FNV,Franco-Nevada Corporation,4.6236,4.822839088,null,null,5.654,0,null,71.11,75.54
FC,Franklin Covey Company,4.3423,-5.988331472,4.852218721,null,18.467,59.5914,null,27.85,18.6
FSB,"Franklin Financial Network, Inc.",null,10.35754644,1.65964962,16.9753,11.053,135.0661,0.76,38.35,34
BEN,"Franklin Resources, Inc.",null,6.053388459,1.750063529,14.6354,6.201,10.7254,0.79,32.56,44.15
FT,Franklin Universal Trust,null,null,null,null,0.153,null,null,6.71,7.26
FI,Frank&#39;s International N.V.,2.5391,-14.8895906,1.488952857,null,10.549,0.3034,-0.19,7.84,6.15
FCX,"Freeport-McMoran, Inc.",0.8522,30.46614131,2.598022258,30.2796,1.46,134.0804,0.47,16.89,15.71
FMS,Fresenius Medical Care Corporation,0.1559,12.41815919,null,null,3.942,77.7374,null,50.64,51.94
FDP,"Fresh Del Monte Produce, Inc.",0.0637,6.403491809,1.204507158,14.1902,11.775,44.1108,0.85,44.91,47.29
RESI,Front Yard Residential Corporation,0.0809,-23.11770089,0.991873893,null,12.776,205.908,-0.51,11.25,10.55
FRO,Frontline Ltd.,0.4855,-22.9247876,0.894863624,29.321,14.32,174.1185,-0.08,6.21,4.91
FSIC,FS Investment Corporation,null,5.766357703,0.813182392,11.1986,1.446,76.1508,0.05,7.475,7.8
FCN,"FTI Consulting, Inc.",0.4427,10.91972228,1.849978866,23.1537,3.131,35.6765,1.06,61.305,42.88
FTSI,"FTS International, Inc.",0.7366,null,null,null,2.522,null,0.7202,14.97,0
FF,FutureFuel Corp.,3.9542,16.77121858,1.629329783,18.5273,1.362,0,0.92,14.63,14.47
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",null,null,null,null,1.306,null,null,6.27,5.78
GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",null,null,null,null,null,null,null,null,
GDV,Gabelli Dividend,null,null,null,null,0.271,null,null,22.8936,22.61
GDV^A,Gabelli Dividend,null,null,null,null,null,null,null,null,
GDV^D,Gabelli Dividend,null,null,null,null,null,null,null,null,
GDV^G,Gabelli Dividend,null,null,null,null,null,null,null,null,
GAB,"Gabelli Equity Trust, Inc. (The)",null,null,null,null,1.108,null,null,6.295,6.2
GAB^D,"Gabelli Equity Trust, Inc. (The)",null,null,null,null,null,null,null,null,
GAB^G,"Gabelli Equity Trust, Inc. (The)",null,null,null,null,null,null,null,null,
GAB^H,"Gabelli Equity Trust, Inc. (The)",null,null,null,null,null,null,null,null,
GAB^J,"Gabelli Equity Trust, Inc. (The)",null,null,null,null,null,null,null,null,
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),null,null,null,null,0.211,null,null,12.2182,12.71
GGZ^A,Gabelli Global Small and Mid Cap Value Trust (The),null,null,null,null,null,null,null,null,
GGT,Gabelli Multi-Media Trust Inc. (The),null,null,null,null,4.057,null,null,9.55,8.64
GGT^B,Gabelli Multi-Media Trust Inc. (The),null,null,null,null,null,null,null,null,
GGT^E,Gabelli Multi-Media Trust Inc. (The),null,null,null,null,null,null,null,null,
GUT,Gabelli Utility Trust (The),null,null,null,null,0.207,null,null,5.86,7.0101
GUT^A,Gabelli Utility Trust (The),null,null,null,null,null,null,null,null,
GUT^C,Gabelli Utility Trust (The),null,null,null,null,null,null,null,null,
GFA,Gafisa SA,0.2145,-68.86064589,null,null,23.169,105.2698,null,5.8693,12.28
GCAP,"GAIN Capital Holdings, Inc.",null,8.324429016,1.100551604,25.8597,26.057,43.7048,0.35,7.67,7.44
GBL,"Gamco Investors, Inc.",null,null,null,8.0965,9.635,null,0.94,26.9,29.25
GNT,"GAMCO Natural Resources, Gold & Income Tust ",null,null,null,null,0.149,null,null,6.27,6.57
GNT^A,"GAMCO Natural Resources, Gold & Income Tust ",null,null,null,null,null,null,null,null,
GME,Gamestop Corporation,0.2128,0.175186416,0.707956495,5.9311,9.005,37.4903,0.28,15,19.11
GPS,"Gap, Inc. (The)",0.1959,28.68460142,4.047944782,10.6965,4.173,39.0679,0.42,33.77,33.96
GDI,"Gardner Denver Holdings, Inc.",0.2051,7.335076899,3.512504363,5009.5093,2.666,131.0901,0.21,29.55,31.68
IT,"Gartner, Inc.",0.4512,-9.673804187,12.25971024,76.2687,6.891,301.3237,-0.22,134.57,120.65
GLOG,GasLog LP.,0.2035,1.953825988,1.886674074,558.686,11.337,390.036,0.21,19.75,19.35
GLOG^A,GasLog LP.,null,null,null,null,null,null,null,null,
GLOP,GasLog Partners LP,1.3935,12.96451612,1.300791331,10.7749,2.302,135.9509,0.59,24.5,22.65
GLOP^A,GasLog Partners LP,null,null,null,null,null,null,null,null,
GLOP^B,GasLog Partners LP,null,null,null,null,null,null,null,null,
GTES,Gates Industrial Corporation plc,0.482,null,2.421959417,null,7.873,162.1335,0.09,16.43,
GATX,GATX Corporation,1.5988,32.29867593,1.422798436,13.9579,31.234,237.2072,2.02,70.63,61.37
GMTA,GATX Corporation,null,null,null,null,null,null,null,null,
GZT,Gazit-Globe Ltd.,0.2918,3.010798447,null,null,0.083,275.8312,null,9.325,10.1
GCP,GCP Applied Technologies Inc.,0.3012,null,4.0753657,46.8112,5.249,108.0183,-0.09,28.95,32.05
GNK,Genco Shipping & Trading Limited ,3.2144,-10.23229213,0.62109275,null,1.789,54.8476,-1.61,16.469,13.51
GNRC,Generac Holdlings Inc.,0.3542,36.38215712,5.416463092,20.7598,14.133,164.9744,0.54,51.45,49.42
GAM,"General American Investors, Inc.",null,null,null,null,0.483,null,null,34.71,33.72
GAM^B,"General American Investors, Inc.",null,null,null,null,null,null,null,null,
GD,General Dynamics Corporation,0.2842,26.3720535,4.766309087,21.5795,2.189,55.028,2.7,190.31,196.18
GE,General Electric Company,0.9422,-12.30007587,1.992883026,24.7665,2.094,222.4933,-0.14,14.331,17.91
GIS,"General Mills, Inc.",0.1437,40.79061564,4.482862497,18.0212,5.328,166.4315,null,46.605,56.06
GM,General Motors Company,0.1394,-13.59411985,1.656831308,5.0865,1.712,288.1159,0.73,41.155,41.53
GM.WS.B,General Motors Company,0.1798,null,null,null,null,null,null,null,
GCO,Genesco Inc.,0.1535,-13.25304674,0.997149547,8.8733,8.818,12.7967,-0.12,41.975,30.25
GWR,"Genesee & Wyoming, Inc.",0.124,18.03900142,1.349213087,21.8342,6.086,64.9992,1.21,81.69,77.22
GEL,"Genesis Energy, L.P.",0.1337,1.186407595,1.397639351,31.5706,13.088,191.4801,-0.07,22.365,23.75
GEN           ,"Genesis Healthcare, Inc.",0.1566,null,null,null,3.243,null,-0.7,2.695,0.7201
GNE,Genie Energy Ltd.,0.1281,-7.835929317,1.842867977,null,15.324,3.6386,0.24,5.23,4.32
GNE^A,Genie Energy Ltd.,null,null,null,null,null,null,null,null,
G,Genpact Limited,0.487,21.5468349,4.20588556,20.6723,7.208,95.9911,0.34,29.63,32.18
GPC,Genuine Parts Company,0.0566,18.81908477,3.842688037,20.0346,6.039,94.463,1.2,92.8101,92.73
GNW,Genworth Financial Inc,null,5.993031359,0.170296904,5.8988,2.497,38.3776,0.22,4.42,3.38
GEO,Geo Group Inc (The),0.1413,11.8105366,2.818338939,19.7787,2.338,230.9429,0.29,26.52,23.59
GPRK,Geopark Ltd,null,-25.4622686,14.17063228,null,1.262,null,0.3036,20.495,8.78
GPJA,Georgia Power Company,null,null,null,null,null,null,null,null,
GGB,Gerdau S.A.,0.3971,-3.022782857,null,null,2.793,70.0159,null,3.56,3.62
GTY,Getty Realty Corporation,null,9.636682429,1.975729842,18.0236,2.474,67.3764,0.25,27.7,27.77
GGP,GGP Inc.,null,7.170752525,2.340422767,20.4664,1.742,156.0582,0.06,20.68,23.77
GGP^A,GGP Inc.,null,null,null,null,null,null,null,null,
GIG,"GigCapital, Inc.",6.8459,null,1.254073851,null,0.287,0,-0.06,9.8727,
GIG.U,"GigCapital, Inc.",3.6962,null,null,null,null,null,null,null,
GIG.WS,"GigCapital, Inc.",null,null,null,null,null,null,null,null,
GIG~,"GigCapital, Inc.",null,null,null,null,null,null,null,null,
GIL,"Gildan Activewear, Inc.",0.1781,16.89973943,3.0201563,18.0862,19.955,38.5304,0.31,27.8,31.8
GLT,Glatfelter,0.3463,0.291072949,1.157659964,16.1723,3.691,69.8541,0.13,19.34,19.91
GKOS,Glaukos Corporation,6.1013,-2.767866878,9.898184993,362.2827,12.015,0,-0.08,41.94,25.9
GSK,GlaxoSmithKline PLC,0.1515,null,null,null,3.531,null,null,40.019,35.52
BRSS,"Global Brass and Copper Holdings, Inc.",0.3784,37.80905287,4.562025336,9.6867,2.203,199.5539,0.72,32.75,33.8
CO,Global Cord Blood Corporation,2.4257,10.1169294,2.407746975,32.0596,3.312,null,null,9.42,10.62
GMRE,Global Medical REIT Inc.,7.9177,0.029615042,1.200005694,null,9.209,139.0515,0.02,9.18,8.6
GMRE^A,Global Medical REIT Inc.,7.7922,null,null,null,null,null,null,null,
GNL,"Global Net Lease, Inc.",8.9042,1.212944025,1.078979762,64.5173,9.369,128.482,0.03,20.35,21.11
GNL^A,"Global Net Lease, Inc.",null,null,null,null,null,null,null,null,
GLP,Global Partners LP,0.0176,22.5398614,1.317425327,15.597,0.952,277.941,1.74,17.0647,17
GPN,Global Payments Inc.,0.2573,15.29401114,4.498606673,46.1588,3.584,119.7474,0.57,110.06,100.14
GSL,"Global Ship Lease, Inc.",1.3898,-27.01428448,0.273924738,4.5681,0.734,156.1053,0.0756,1.31,1.18
GSL^B,"Global Ship Lease, Inc.",null,null,null,null,null,null,null,null,
GLOB,Globant S.A.,0.6907,12.67996838,6.994353979,48.9811,11.317,2.1344,0.29,55.03,40.78
GMED,"Globus Medical, Inc.",4.4721,12.46702498,4.979940386,28.2636,4.01,0,0.41,50.5,38.43
GMS,GMS Inc.,0.0954,12.61258055,2.226874187,20.3967,4.414,null,null,30.61,37.55
GNC,"GNC Holdings, Inc.",0.0866,null,null,5.8445,16.542,null,0.07,3.85,4.71
GDDY,GoDaddy Inc.,0.1419,24.25669195,21.95079379,128.4598,1.934,441.9661,0.02,70.52,48.21
GOL,Gol Linhas Aereas Inteligentes S.A.,0.3191,null,null,null,2.528,null,null,5.35,8.53
GFI,Gold Fields Limited,null,-0.591164151,null,null,1.944,null,null,3.57,3.71
GG,Goldcorp Inc.,0.1399,3.991370011,0.825760402,28.9225,2.23,18.8058,0.08,13.435,11.78
GSBD,"Goldman Sachs BDC, Inc.",null,7.68662551,1.148201017,10.5355,1.027,72.4487,0.46,21.0244,21.74
GS,"Goldman Sachs Group, Inc. (The)",null,5.753258154,1.151707185,11.4153,1.725,705.5129,7.02,224.21,257.68
GS^A,"Goldman Sachs Group, Inc. (The)",null,null,null,null,null,null,null,null,
GS^B,"Goldman Sachs Group, Inc. (The)",null,null,null,null,null,null,null,null,
GS^C,"Goldman Sachs Group, Inc. (The)",null,null,null,null,null,null,null,null,
GS^D,"Goldman Sachs Group, Inc. (The)",null,null,null,null,null,null,null,null,
GS^J,"Goldman Sachs Group, Inc. (The)",null,null,null,null,null,null,null,null,
GS^K,"Goldman Sachs Group, Inc. (The)",null,null,null,null,null,null,null,null,
GS^N,"Goldman Sachs Group, Inc. (The)",null,null,null,null,null,null,null,null,
GER,Goldman Sachs MLP Energy Renaissance Fund,null,null,null,null,0.556,null,null,6.135,6.01
GMZ,Goldman Sachs MLP Income Opportunities Fund,null,null,null,null,0.086,null,null,8.93,8.68
GRC,Gorman-Rupp Company (The),1.7942,9.731231318,2.747668923,25.486,1.286,0,0.37,35.45,30.82
GPX,GP Strategies Corporation,0.1106,6.366161433,1.675638732,20.486,5.25,36.7369,0.16,18.75,22.8
GGG,Graco Inc.,0.4422,42.83605962,10.33968976,25.5763,8.639,40.8601,0.51,45.57,129.31
EAF,GrafTech International Ltd.,0.4056,1.341004536,8.930527729,null,11.815,55.3434,null,17.5,
GHM,Graham Corporation,2.2933,-9.05366069,2.531194733,30.4867,8.979,0.1384,0.09,26.93,20.09
GHC,Graham Holdings Company,2.7267,12.06294074,1.112660407,21.7013,3.622,17.253,7.8902,609.55,569.35
GPT,Gramercy Property Trust,2.5529,3.4099611,1.460672391,112.222,0.386,91.9702,0.16,27.62,27.76
GPT^A,Gramercy Property Trust Inc.,2.1536,null,null,null,null,null,null,null,
GVA,Granite Construction Incorporated,2.0507,9.17939799,2.451557942,51.6839,8.251,24.3937,-0.29,57.1,63.57
GPMT,Granite Point Mortgage Trust Inc.,null,6.517908903,0.979669591,13.1439,5.492,201.1469,0.34,18.699,17.79
GRP.U,Granite Real Estate Inc.,null,null,null,null,null,null,null,null,
GPK,Graphic Packaging Holding Company,0.0523,21.0152721,2.647632132,22.0699,2.924,181.3824,0.1,14.79,15.32
GTN,"Gray Television, Inc.",4.4065,36.30443652,1.2562417,11.1379,3.803,185.3437,0.22,15.975,14.7
GTN.A,"Gray Television, Inc.",null,null,null,null,null,null,null,null,
AJX,Great Ajax Corp.,null,9.672355207,0.831754855,9.1625,3.456,353.2515,0.41,13.13,14.27
AJXA,Great Ajax Corp.,null,null,null,null,null,null,null,null,
GWB,"Great Western Bancorp, Inc.",null,8.152286945,1.408281348,16.9234,7.863,42.6388,0.69,43.3562,39.97
GDOT,Green Dot Corporation,0.8227,15.15995993,4.58834723,29.1584,2.249,8.9052,1.36,74.255,61.67
GBX,"Greenbrier Companies, Inc. (The)",1.458,14.18029959,1.257659587,12.2205,13.805,51.8277,null,49.05,
GHL,"Greenhill & Co., Inc.",1.3193,-8.550446188,4.224650834,14.68,8.307,188.3374,0.21,28.45,19.1
GHG,GreenTree Hospitality Group Ltd.,1.2493,32.46023782,8.278392794,27.3146,2.289,0,0.9825,19.13,
GEF,Greif Bros. Corporation,0.1489,17.30462134,2.391933781,16.8549,5.411,96.116,0.9415,54.9,63.45
GEF.B,Greif Bros. Corporation,0.1622,null,null,null,null,null,null,null,
GFF,Griffon Corporation,0.2022,27.90609231,1.718422544,35.9431,21.524,230.24,2.18,17.9,20.7
GPI,"Group 1 Automotive, Inc.",0.5457,19.37337887,1.276146963,8.6627,11.579,250.9732,1.7,68.8,78.38
GRUB,GrubHub Inc.,1.5223,10.39368998,7.660867019,62.7079,11.618,12.7728,0.35,106.146,69.83
PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",null,20.3125632,null,null,1.563,null,null,92.735,104.41
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",null,23.27309311,null,null,3.294,null,null,157.48,180.66
AVAL,Grupo Aval Acciones y Valores S.A.,null,13.61831276,null,null,2.571,null,null,8.23,8.31
SUPV,Grupo Supervielle S.A.,null,22.07846053,null,null,0.518,null,null,11.58,29.51
TV,Grupo Televisa S.A.,null,4.504710709,null,null,11.081,null,null,18.55,18.72
GSAH.U,GS Acquisition Holdings Corp.,null,null,null,null,null,null,null,null,
GTT,"GTT Communications, Inc.",0.2848,-42.03020966,10.24856455,111.2936,9.976,600,-0.69,46.15,40.1
GSH,Guangshen Railway Company Limited,0.2919,3.579075212,null,null,0.849,0,null,27.81,29.59
GES,"Guess?, Inc.",0.9748,-0.962548078,2.047306772,28.1471,3.502,4.7313,-0.27,22.25,16.05
GGM,Guggenheim Credit Allocation Fund,0.8404,null,null,null,0.969,null,null,22.36,21.91
GPM,Guggenheim Enhanced Equity Income Fund,0.5978,null,null,null,0.149,null,null,8.51,8.94
GOF,Guggenheim Strategic Opportunities Fund,0.7854,null,null,null,0.392,null,null,21.81,21.77
GBAB,Guggenheim Taxable Municipal Managed Duration Trst,0.5904,null,null,null,0.081,null,null,21.27,22.52
GWRE,"Guidewire Software, Inc.",4.1429,-7.072605077,5.376116919,493.876,10.279,22.895,-0.62,90.13,73.61
HRB,"H&R Block, Inc.",2.9247,null,12.14989311,15.0828,15.305,379.8814,5.45,22.755,27.54
FUL,H. B. Fuller Company,5.2691,8.807274369,2.41109881,20.5686,9.57,217.9603,null,55.58,53.6
HAE,Haemonetics Corporation,0.8356,6.108687507,6.268531128,22.9176,2.384,33.7151,0.22,91.04,57.12
HK,Halcon Resources Corporation,0.7985,32.35438047,0.577233519,5.5856,5.36,53.9624,-0.02,4.5,7.49
HK.WS,Halcon Resources Corporation,0.7761,null,null,null,null,null,null,null,
HAL,Halliburton Company,0.4683,-4.446754447,4.695083506,99.2234,1.544,130.2331,0.05,46.7,45.24
HYH,"Halyard Health, Inc.",0.5632,7.277458346,2.154300858,109.0508,8.412,43.2977,0.43,58.36,47.03
HBB,Hamilton Beach Brands Holding Company,0.0106,null,7.670852433,1.5135,7.382,179.4991,-0.03,28,26.49
HBI,Hanesbrands Inc.,0.2227,8.497164546,11.17303572,12.1284,8.005,641.3344,0.22,22.29,20.95
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",null,3.427252651,1.589358557,43.1509,14.312,229.4771,-0.03,19.1,23.22
HOG,"Harley-Davidson, Inc.",0.1985,25.57569413,3.489754896,15.7035,11.264,351.6205,1.04,41.33,51.02
