Symbol,Name,,,CASH_RATIO,CASH_RATIO,True Cash Ratio,RETURN_COM_EQY,PX_TO_BOOK_RATIO,PE_RATIO,SHORT_INT_RATIO,TOT_DEBT_TO_COM_EQY,IS_EPS,Last price,,
TYG,Tortoise Energy Infrastructure Corporation,TYG US Equity,TYG UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.523,#N/A N/A,#N/A N/A,26.98,27/06/2017 17:00,26.18
NTG,"Tortoise MLP Fund, Inc.",NTG US Equity,NTG UA Equity,#VALUE!,#VALUE!,null,null,null,null,3.607,#N/A N/A,#N/A N/A,17,#N/A Limit: Monthly,
NTG~,"Tortoise MLP Fund, Inc.",NTG~ US Equity,NTG~ UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TTP,"Tortoise Pipeline & Energy Fund, Inc.",TTP US Equity,TTP UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.187,#N/A N/A,#N/A N/A,17.09,#N/A Limit: Monthly,
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",TPZ US Equity,TPZ UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.326,#N/A N/A,#N/A N/A,18.79,27/06/2017 17:00,20.48
TOT,Total S.A.,TOT US Equity,TOT UA Equity,0.5577,0.5577,0.5577,7.482068101,null,null,0.588,45.8259,#N/A N/A,61.54,#N/A Limit: Monthly,
TSS,"Total System Services, Inc.",TSS US Equity,TSS UA Equity,0.405,0.405,0.405,27.38336097,6.525319904,26.5973,2.457,172.9786,0.78,84.7,#N/A Limit: Monthly,
TOWR,"Tower International, Inc.",TOWR US Equity,TOWR UA Equity,0.1209,0.1209,0.1209,18.22004205,2.57139819,6.2488,1.833,128.9355,0.84,33.4,27/06/2017 17:00,30.7
TSQ,"Townsquare Media, Inc.",TSQ US Equity,TSQ UA Equity,0.7984,0.7984,0.7984,-9.440017065,0.341498508,12.2287,7.223,157.352,-1.44,6.78,27/06/2017 17:00,7.51
TM,Toyota Motor Corp Ltd Ord,TM US Equity,TM UA Equity,0.3406,0.3406,0.3406,13.6917939,null,null,4.578,103.2951,#N/A N/A,128.61,#N/A Limit: Monthly,
TPGE,TPG Pace Energy Holdings Corp.,TPGE US Equity,TPGE UA Equity,0.3449,0.3449,0.3449,null,1.371765981,null,0.121,0,-0.02,10.7,#N/A Limit: Monthly,
TPGE.U,TPG Pace Energy Holdings Corp.,TPGE.U US Equity,TPGE.U UA Equity,0.3398,0.3398,0.3398,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TPGE.WS,TPG Pace Energy Holdings Corp.,TPGE.WS US Equity,TPGE.WS UA Equity,0.3255,0.3255,0.3255,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TPGH,TPG Pace Holdings Corp.,TPGH US Equity,TPGH UA Equity,0.3215,0.3215,0.3215,null,1.276749121,492.5,0.013,0,0.02,9.95,27/06/2017 17:00,9.75
TPGH.U,TPG Pace Holdings Corp.,TPGH.U US Equity,TPGH.U UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TPGH.WS,TPG Pace Holdings Corp.,TPGH.WS US Equity,TPGH.WS UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TRTX,"TPG RE Finance Trust, Inc.",TRTX US Equity,TRTX UA Equity,#VALUE!,#VALUE!,null,8.858703077,1.02426831,10.0167,3.794,218.4806,0.42,20.3,27/06/2017 17:00,19.35
TSLX,"TPG Specialty Lending, Inc.",TSLX US Equity,TSLX UA Equity,#VALUE!,#VALUE!,null,11.69560114,1.087307738,10.1088,2.707,80.0709,0.56,17.76,#N/A Limit: Monthly,
TAC,TransAlta Corporation,TAC US Equity,TAC UA Equity,0.3631,0.3631,0.3631,-4.97611465,null,null,57.523,140.4282,#N/A N/A,4.8244,27/06/2017 17:00,5.95
TRP,TransCanada Corporation,TRP US Equity,TRP UA Equity,0.1061,0.1061,0.1061,14.45286904,null,null,2.404,203.5915,#N/A N/A,42.84,#N/A Limit: Monthly,
TCI,"Transcontinental Realty Investors, Inc.",TCI US Equity,TCI UA Equity,#VALUE!,#VALUE!,null,-6.399020702,1.796479956,null,3.588,495.6668,-0.05,37.53,27/06/2017 17:00,29.3799
TDG,Transdigm Group Incorporated,TDG US Equity,TDG UA Equity,1.0418,1.0418,1.0418,null,null,28.1027,14.941,#N/A N/A,3.53,345.51,#N/A Limit: Monthly,
TLP,TransMontaigne Partners L.P.,TLP US Equity,TLP UA Equity,1.2438,1.2438,1.2438,9.27273222,1.694106189,16.9249,4.002,160.8678,0.52,37.63,#N/A Limit: Monthly,
RIG,Transocean Ltd.,RIG US Equity,RIG UA Equity,0.9471,0.9471,0.9471,-23.36652571,0.422116057,7.6973,5.467,73.4133,-0.48,13.49,27/06/2017 17:00,10.15
TGS,Transportadora De Gas Sa Ord B,TGS US Equity,TGS UA Equity,#VALUE!,#VALUE!,null,75.4138659,null,null,0.645,#N/A N/A,#N/A N/A,14.28,27/06/2017 17:00,23.56
TRU,TransUnion,TRU US Equity,TRU UA Equity,0.4486,0.4486,0.4486,28.23051695,7.094519784,35.3066,2.494,132.1719,0.4,71.66,#N/A Limit: Monthly,
TVPT,Travelport Worldwide Limited,TVPT US Equity,TVPT UA Equity,0.1789,0.1789,0.1789,null,null,15.5287,2.413,#N/A N/A,0.47,18.435,27/06/2017 17:00,13.11
TREC,Trecora Resources,TREC US Equity,TREC UA Equity,0.0905,0.0905,0.0905,10.67223066,1.856559582,65.2321,20.879,57.117,0.1,14.7,27/06/2017 17:00,13
TG,Tredegar Corporation,TG US Equity,TG UA Equity,0.2469,0.2469,0.2469,15.46511526,2.14018537,32.7153,2.731,38.8538,0.55,23.85,27/06/2017 17:00,19.1
THS,"Treehouse Foods, Inc.",THS US Equity,THS UA Equity,0.2158,0.2158,0.2158,-14.61706233,1.356770919,27.512,8.752,114.5734,-0.6,53.675,27/06/2017 17:00,46.54
TREX,"Trex Company, Inc.",TREX US Equity,TREX UA Equity,0.0178,0.0178,0.0178,49.3334784,13.93825813,25.1503,5.295,32.2694,0.63,63.305,#N/A Limit: Monthly,
TY,Tri Continental Corporation,TY US Equity,TY UA Equity,#VALUE!,#VALUE!,null,null,null,null,8.574,#N/A N/A,#N/A N/A,26.82,#N/A Limit: Monthly,
TY^,Tri Continental Corporation,TY^ US Equity,TY^ UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TPH,"TRI Pointe Group, Inc.",TPH US Equity,TPH UA Equity,0.7928,0.7928,0.7928,11.66913589,1.268828907,15.588,11.583,75.0174,0.28,16.49,#N/A Limit: Monthly,
TCAP,Triangle Capital Corporation,TCAP US Equity,TCAP UA Equity,#VALUE!,#VALUE!,null,-3.118370452,0.866149078,10.7199,2.043,83.4183,0.3,11.565,27/06/2017 17:00,9.54
TCCA,Triangle Capital Corporation,TCCA US Equity,TCCA UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TCCB,Triangle Capital Corporation,TCCB US Equity,TCCB UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TRCO,Tribune Media Company,TRCO US Equity,TRCO UA Equity,1.8071,1.8071,1.8071,13.36886914,0.992177169,23.4609,6.55,87.3183,1.61,38.44,#N/A Limit: Monthly,
TNET,"TriNet Group, Inc.",TNET US Equity,TNET UA Equity,0.2816,0.2816,0.2816,133.1728764,14.27407213,21.9732,7.249,157.6336,0.77,53.595,#N/A Limit: Monthly,
TRN,"Trinity Industries, Inc.",TRN US Equity,TRN UA Equity,1.4595,1.4595,1.4595,16.1971831,1.114133195,18.8098,4.021,71.9879,0.27,33.83,27/06/2017 17:00,36.88
TSE,Trinseo S.A.,TSE US Equity,TSE UA Equity,0.6298,0.6298,0.6298,51.38477641,4.017242117,9.5107,3.63,154.9557,2.77,71.9,27/06/2017 17:00,73.1
TPVG,TriplePoint Venture Growth BDC Corp.,TPVG US Equity,TPVG UA Equity,#VALUE!,#VALUE!,null,10.38783993,0.946829463,7.5924,0.961,71.694,0.45,12.66,#N/A Limit: Monthly,
TPVY,TriplePoint Venture Growth BDC Corp.,TPVY US Equity,TPVY UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
GTS,Triple-S Management Corporation,GTS US Equity,GTS UA Equity,0.3502,0.3502,0.3502,7.121138347,1.066943997,189.5039,7.622,3.4896,0.17,41.24,27/06/2017 17:00,26.71
TRTN,Triton International Limited,TRTN US Equity,TRTN UA Equity,0.2552,0.2552,0.2552,20.53782678,1.128425444,24.8998,4.187,325.887,1.01,30.31,27/06/2017 17:00,36.37
TGI,"Triumph Group, Inc.",TGI US Equity,TGI UA Equity,0.0522,0.0522,0.0522,-65.59579092,2.166345923,5.9207,10.005,319.2398,-6.1532,19.55,27/06/2017 17:00,26.5
TROX,Tronox Limited,TROX US Equity,TROX UA Equity,0.0318,0.0318,0.0318,-31.64835165,2.888176297,59.9345,3.561,379.4934,-0.36,19.64,#N/A Limit: Monthly,
TBI,"TrueBlue, Inc.",TBI US Equity,TBI UA Equity,0.0358,0.0358,0.0358,10.8473829,1.986309467,16.8643,5.176,12.3455,0.22,26.63,#N/A Limit: Monthly,
TNP,Tsakos Energy Navigation Ltd,TNP US Equity,TNP UA Equity,0.0625,0.0625,0.0625,-1.339558187,null,22.8571,14.121,#N/A N/A,-0.21,3.98,27/06/2017 17:00,3.99
TNP^B,Tsakos Energy Navigation Ltd,TNP^B US Equity,TNP^B UA Equity,0.0361,0.0361,0.0361,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TNP^C,Tsakos Energy Navigation Ltd,TNP^C US Equity,TNP^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TNP^D,Tsakos Energy Navigation Ltd,TNP^D US Equity,TNP^D UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TNP^E,Tsakos Energy Navigation Ltd,TNP^E US Equity,TNP^E UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TUP,Tupperware Brands Corporation,TUP US Equity,TUP UA Equity,0.2163,0.2163,0.2163,null,null,15.7516,4.433,#N/A N/A,0.7,42.58,#N/A Limit: Monthly,
TKC,Turkcell Iletisim Hizmetleri AS,TKC US Equity,TKC UA Equity,0.3933,0.3933,0.3933,13.16460265,null,null,0.871,106.5155,#N/A N/A,6.52,#N/A Limit: Monthly,
TPB,"Turning Point Brands, Inc.",TPB US Equity,TPB UA Equity,0.1255,0.1255,0.1255,47.07437725,10.94167974,6.7367,0.681,361.0089,0.16,31.06,27/06/2017 17:00,17.66
TRQ,Turquoise Hill Resources Ltd.,TRQ US Equity,TRQ UA Equity,2.8048,2.8048,2.8048,2.543916333,null,null,3.522,46.2797,#N/A N/A,2.695,27/06/2017 17:00,3.01
TPC,Tutor Perini Corporation,TPC US Equity,TPC UA Equity,0.1118,0.1118,0.1118,7.515414256,0.559424521,14.1713,16.294,48.0846,-0.24,19.05,#N/A Limit: Monthly,
TWLO,Twilio Inc.,TWLO US Equity,TWLO UA Equity,2.8179,2.8179,2.8179,-20.90519703,14.25846513,null,2.659,0,-0.25,56.91,#N/A Limit: Monthly,
TWTR,"Twitter, Inc.",TWTR US Equity,TWTR UA Equity,8.5667,8.5667,8.5667,0.292763866,6.360747999,65.2075,2.826,34.7112,0.08,45.46,27/06/2017 17:00,21.65
TWO,Two Harbors Investments Corp,TWO US Equity,TWO UA Equity,#VALUE!,#VALUE!,null,18.46784789,1.033499462,8.1016,4.991,741.0994,1.83,16.145,27/06/2017 17:00,16.3
TWO^A,Two Harbors Investments Corp,TWO^A US Equity,TWO^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TWO^B,Two Harbors Investments Corp,TWO^B US Equity,TWO^B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TWO^C,Two Harbors Investments Corp,TWO^C US Equity,TWO^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
TYL,"Tyler Technologies, Inc.",TYL US Equity,TYL UA Equity,0.8652,0.8652,0.8652,15.21186005,6.758817716,52.076,6.895,0,1,222.29,27/06/2017 17:00,181.5
TSN,"Tyson Foods, Inc.",TSN US Equity,TSN UA Equity,0.0737,0.0737,0.0737,25.44392203,1.70068232,12.7447,3.158,82.3995,0.85,70.3,#N/A Limit: Monthly,
USB,U.S. Bancorp,USB US Equity,USB UA Equity,0.0516,0.0516,0.0516,14.27555576,1.893907043,15.5916,1.879,116.7898,0.97,50.16,27/06/2017 17:00,55.5
USB^A,U.S. Bancorp,USB^A US Equity,USB^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
USB^H,U.S. Bancorp,USB^H US Equity,USB^H UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
USB^M,U.S. Bancorp,USB^M US Equity,USB^M UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
USB^O,U.S. Bancorp,USB^O US Equity,USB^O UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
USPH,"U.S. Physical Therapy, Inc.",USPH US Equity,USPH UA Equity,0.4366,0.4366,0.4366,12.33202097,5.937953061,35.8846,12.137,23.2395,0.56,98.65,27/06/2017 17:00,72.45
SLCA,"U.S. Silica Holdings, Inc.",SLCA US Equity,SLCA UA Equity,1.5543,1.5543,1.5543,13.24598506,1.589466918,111.1999,7.645,37.8085,0.39,27.78,27/06/2017 17:00,33.63
USX,"U.S. Xpress Enterprises, Inc.",USX US Equity,USX UA Equity,0.0133,0.0133,0.0133,null,null,null,#N/A N/A,#N/A N/A,0.18,13.9,#N/A Limit: Monthly,
UBS,UBS AG,UBS US Equity,UBS UA Equity,#VALUE!,#VALUE!,null,2.474643484,null,null,3.831,609.3437,#N/A N/A,15.315,27/06/2017 17:00,17.86
UDR,"UDR, Inc.",UDR US Equity,UDR UA Equity,#VALUE!,#VALUE!,null,5.9663293,3.524299111,104.9516,3.941,130.0013,0.3,37.49,27/06/2017 17:00,39.37
UGI,UGI Corporation,UGI US Equity,UGI UA Equity,0.2014,0.2014,0.2014,18.09640464,2.389242329,21.199,1.792,121.3894,1.59,51.91,27/06/2017 17:00,48.32
UGP,Ultrapar Participacoes S.A.,UGP US Equity,UGP UA Equity,0.2612,0.2612,0.2612,14.28713021,null,null,2.244,161.8735,#N/A N/A,11.84,27/06/2017 17:00,22.17
UMH,"UMH Properties, Inc.",UMH US Equity,UMH UA Equity,#VALUE!,#VALUE!,null,-19.54231919,2.65710646,null,1.709,174.4094,-0.76,14.96,#N/A Limit: Monthly,
UMH^B,"UMH Properties, Inc.",UMH^B US Equity,UMH^B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
UMH^C,"UMH Properties, Inc.",UMH^C US Equity,UMH^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
UMH^D,"UMH Properties, Inc.",UMH^D US Equity,UMH^D UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
UA,"Under Armour, Inc.",UA US Equity,UA UA Equity,0.2154,0.2154,0.2154,-3.775851244,null,null,10.497,45.6307,#N/A N/A,21.5,27/06/2017 17:00,12.38
UAA,"Under Armour, Inc.",UAA US Equity,UAA UA Equity,0.2154,0.2154,0.2154,-3.775851244,4.872335058,44.6318,11.522,45.6307,-0.07,23.07,#N/A Limit: Monthly,
UFI,"Unifi, Inc.",UFI US Equity,UFI UA Equity,0.4658,0.4658,0.4658,8.23772789,1.469247362,16.4695,5.049,32.2072,#N/A N/A,31.49,27/06/2017 17:00,34.74
UNF,Unifirst Corporation,UNF US Equity,UNF UA Equity,0.5588,0.5588,0.5588,7.566352454,2.37541464,28.0477,1.651,0,#N/A N/A,183.85,27/06/2017 17:00,167.05
UN,Unilever NV,UN US Equity,UN UA Equity,0.7218,0.7218,0.7218,40.37621319,null,null,1.088,#N/A N/A,#N/A N/A,55.32,#N/A Limit: Monthly,
UL,Unilever PLC,UL US Equity,UL UA Equity,0.5304,0.5304,0.5304,40.37621319,null,null,1.41,#N/A N/A,#N/A N/A,54.95,27/06/2017 17:00,56.08
LTN,Union Acquisition Corp.,LTN US Equity,LTN UA Equity,15.7227,15.7227,15.7227,null,2269.922318,null,0.331,0,#N/A N/A,9.7,#N/A Limit: Monthly,
LTN.U,Union Acquisition Corp.,LTN.U US Equity,LTN.U UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
LTN.WS,Union Acquisition Corp.,LTN.WS US Equity,LTN.WS UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
LTN~,Union Acquisition Corp.,LTN~ US Equity,LTN~ UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
UNP,Union Pacific Corporation,UNP US Equity,UNP UA Equity,0.2398,0.2398,0.2398,49.64635473,4.500043156,19.8766,4.855,72.1145,1.69,142.49,27/06/2017 17:00,130.7
UIS,Unisys Corporation,UIS US Equity,UIS UA Equity,0.734,0.734,0.734,null,null,233.6065,23.965,#N/A N/A,0.8,12.775,27/06/2017 17:00,8.15
UNT,Unit Corporation,UNT US Equity,UNT UA Equity,0.0036,0.0036,0.0036,8.542351886,0.967204124,42.3269,8.882,58.5283,0.15,25.73,#N/A Limit: Monthly,
UAL,"United Continental Holdings, Inc.",UAL US Equity,UAL UA Equity,0.3155,0.3155,0.3155,25.99940423,2.411993258,9.349,4.214,179.5106,0.52,71.03,#N/A Limit: Monthly,
UMC,United Microelectronics Corporation,UMC US Equity,UMC UA Equity,1.0721,1.0721,1.0721,4.976648491,null,null,10.475,42.8733,#N/A N/A,2.835,27/06/2017 17:00,2.49
UPS,"United Parcel Service, Inc.",UPS US Equity,UPS UA Equity,0.3775,0.3775,0.3775,542.5226184,70.9674861,18.4534,4.803,1718.1548,1.55,109.91,#N/A Limit: Monthly,
URI,"United Rentals, Inc.",URI US Equity,URI UA Equity,0.1694,0.1694,0.1694,59.03138641,4.036545267,13.8183,3.529,298.8228,2.18,151.05,27/06/2017 17:00,163.65
USM,United States Cellular Corporation,USM US Equity,USM UA Equity,0.8263,0.8263,0.8263,0.818265804,0.799526491,73.4806,4.079,41.8736,0.52,36.9,#N/A Limit: Monthly,
UZA,United States Cellular Corporation,UZA US Equity,UZA UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
UZB,United States Cellular Corporation,UZB US Equity,UZB UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
UZC,United States Cellular Corporation,UZC US Equity,UZC UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
X,United States Steel Corporation,X US Equity,X UA Equity,0.4637,0.4637,0.4637,20.85189806,1.75166668,21.3566,1.084,82.9552,0.1,35.21,27/06/2017 17:00,33
UTX,United Technologies Corporation,UTX US Equity,UTX UA Equity,0.3098,0.3098,0.3098,15.35576658,3.246720798,18.3791,4.913,89.5625,1.64,127.06,27/06/2017 17:00,123.48
UNH,UnitedHealth Group Incorporated,UNH US Equity,UNH UA Equity,0.3257,0.3257,0.3257,25.08942944,5.093322064,22.4212,2.865,74.8323,2.94,250.755,#N/A Limit: Monthly,
UTL,UNITIL Corporation,UTL US Equity,UTL UA Equity,0.0649,0.0649,0.0649,9.907692308,2.184659926,23.1148,2.024,128.0425,1.06,51.35,#N/A Limit: Monthly,
UNVR,Univar Inc.,UNVR US Equity,UNVR UA Equity,0.0802,0.0802,0.0802,15.93492748,3.207341401,30.7708,3.58,232.6928,0.46,26.29,27/06/2017 17:00,29.08
UVV,Universal Corporation,UVV US Equity,UVV UA Equity,1.0597,1.0597,1.0597,8.038440149,1.22478078,39.1778,1.575,30.8774,1.21,65.8,27/06/2017 17:00,54.25
UHT,Universal Health Realty Income Trust,UHT US Equity,UHT UA Equity,0.4966,0.4966,0.4966,11.12254971,4.305457279,24.6254,5.103,116.2877,0.7,65.53,27/06/2017 17:00,73.57
UHS,"Universal Health Services, Inc.",UHS US Equity,UHS UA Equity,0.1467,0.1467,0.1467,15.46901767,2.07143905,16.6095,3.841,75.1841,2.37,114.49,#N/A Limit: Monthly,
UVE,UNIVERSAL INSURANCE HOLDINGS INC,UVE US Equity,UVE UA Equity,0.5714,0.5714,0.5714,26.81219629,2.616521371,9.1307,10.199,2.725,1.15,35.325,#N/A Limit: Monthly,
UTI,Universal Technical Institute Inc,UTI US Equity,UTI UA Equity,0.8745,0.8745,0.8745,-14.10370034,0.501544825,null,4.707,28.2549,-0.4,3.06,27/06/2017 17:00,2.55
UNM,Unum Group,UNM US Equity,UNM UA Equity,0.9502,#VALUE!,0.9502,11.15500164,0.881228836,11.129,2.943,30.7585,1.23,37.7,27/06/2017 17:00,56.4
UNMA,Unum Group,UNMA US Equity,UNMA UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
UE,Urban Edge Properties,UE US Equity,UE UA Equity,#VALUE!,#VALUE!,null,5.401714766,2.93742655,22.1314,3.464,175.0372,0.18,22.88,#N/A Limit: Monthly,
UBA,Urstadt Biddle Properties Inc.,UBA US Equity,UBA UA Equity,#VALUE!,#VALUE!,null,5.168641006,2.256224569,37.3238,3.462,82.0782,0.26,22.855,27/06/2017 17:00,22.72
UBP,Urstadt Biddle Properties Inc.,UBP US Equity,UBP UA Equity,#VALUE!,#VALUE!,null,5.168641006,1.791359316,32.5169,4.673,82.0782,0.26,18.2532,27/06/2017 17:00,17.37
UBP^G,Urstadt Biddle Properties Inc.,UBP^G US Equity,UBP^G UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
UBP^H,Urstadt Biddle Properties Inc.,UBP^H US Equity,UBP^H UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
USFD,US Foods Holding Corp.,USFD US Equity,USFD UA Equity,0.0384,0.0384,0.0384,17.87092117,2.862900586,15.5494,7.44,133.7202,0.31,38.56,27/06/2017 17:00,30.52
USAC,"USA Compression Partners, LP",USAC US Equity,USAC UA Equity,6.432,6.432,6.432,-0.902573314,1.764185233,120.8709,9.341,259.0836,-0.23,16.86,#N/A Limit: Monthly,
USNA,"USANA Health Sciences, Inc.",USNA US Equity,USNA UA Equity,2.1065,2.1065,2.1065,18.57781911,6.895035983,16.6062,2.178,0,1.2,116.85,#N/A Limit: Monthly,
USDP,USD Partners LP,USDP US Equity,USDP UA Equity,0.4166,0.4166,0.4166,38.09470024,3.547580718,7.2384,2.468,252.767,0.3204,10.9,#N/A Limit: Monthly,
USG,USG Corporation,USG US Equity,USG UA Equity,0.8075,0.8075,0.8075,3.669724771,3.287039328,16.9841,8.952,58.6188,0.26,43.235,27/06/2017 17:00,36.92
BIF,"USLIFE Income Fund, Inc.",BIF US Equity,BIF UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.046,#N/A N/A,#N/A N/A,10.37,27/06/2017 17:00,10.82
VFC,V.F. Corporation,VFC US Equity,VFC UA Equity,0.2169,0.2169,0.2169,14.20010874,8.771679616,21.0886,3.572,101.5138,0.64,82.59,27/06/2017 17:00,72.53
EGY,"VAALCO Energy, Inc. ",EGY US Equity,EGY UA Equity,0.6284,0.6284,0.6284,121.2704441,7.767421396,14.4332,0.131,36.4036,0.15,2.83,#N/A Limit: Monthly,
MTN,"Vail Resorts, Inc.",MTN US Equity,MTN UA Equity,0.1979,0.1979,0.1979,24.28215461,6.293171175,42.4405,5.846,63.0522,6.34,275.535,27/06/2017 17:00,218.43
VALE,VALE S.A.,VALE US Equity,VALE UA Equity,0.357,0.357,0.357,10.54028578,null,null,3.795,45.366,#N/A N/A,12.87,27/06/2017 17:00,11.06
VRX,"Valeant Pharmaceuticals International, Inc.",VRX US Equity,VRX UA Equity,0.3648,0.3648,0.3648,-22.05122039,1.82897965,null,2.849,571.1573,-7.68,23.62,27/06/2017 17:00,21.87
VLO,Valero Energy Corporation,VLO US Equity,VLO UA Equity,0.4332,0.4332,0.4332,20.28200086,2.145479308,16.6568,3.077,40.9425,1.09,111.64,#N/A Limit: Monthly,
